text@vei1976f	@vei1976f	6.476	14.995	ммм ну вот сейчас наверное / сорок // года / три назад может быть // да я вообще на самом деле только щас стала думать о том что я красивая //
text@vei1976f	@vei1976f	17.283	23.222	ну как-то / стала думать боже мой / я такая / красивая // ну могу подойти к зераклу и сказать / ах //
text@vei1976f	@vei1976f	25.331	25.68	да //
text@vei1976f	@vei1976f	31.261	33.137	а щас я стала раздеваться //
text@vei1976f	@vei1976f	33.155	34.091	#смеется#
text@vei1976f	@vei1976f	34.111	52.898	давай пошутим // ведь все ... опять / н... ну я должна щас себя / начать эээ / как бы хвалить / а давай просто пошутим на эту тему // расскажу тебе смешную историю тоже // как-то я мм аа должна была / гм играть / в спектакле у потрясающего совершенно режиссёра который впервые ставил в театре / может быть ты видела этот спектакль / братья //
text@vei1976f	@vei1976f	52.917	53.079	да //
text@vei1976f	@vei1976f	55.379	83.466	и / значит // он мне говорит надо здесь... прям на сцене надо переодеваться / прям на сцене я говорю // это не ко мне / а мы близкие друзья / с Лёшей Мизгирёвым // и он / мне сказал / ты дура? / через пять лет тебе уже никто не предложит // да / так что / ээ можно шутить на эту тему потому что я щас стала думать ну мне реально уже никто не предложит видимо / надо быстрее //
text@vei1976f	@vei1976f	83.475	84.668	#смеется#
text@vei1976f	@vei1976f	94.281	100.935	а у... у Юли ви... и... видишь какая-то есть э... чудесная европейская... какое-то отношение к... к этому делу //
text@vei1976f	@vei1976f	101.485	101.896	мыгы //
text@vei1976f	@vei1976f	104.979	134.911	вообще я очень... ну как бы я думаю только о том что я голая / больше ни о чём // ну как... вообще больше ни о чем не могу думать / но для меня должно быть... если это случается допустим в кадре... то это должно быть очень оправданно / я должна понимать почему / не просто ради того чтобы / щас потом написали / а в нашей картине снялась Исакова голая // полностью / хы / и еще потом на этом сделать всю рекламную компанию хы / нет не для этого / а я должна понимать почему //
text@vei1976f	@vei1976f	138.567	138.888	да //
text@vei1976f	@vei1976f	139.461	218.046	ну это тоже ерунда потому что зритель же воспринимает э... это м.. не как это те... части дублёра / зритель же воспринимает это как твои части но э там дело в том... у меня была тоже однажды история когда мне / прислали сценарий и я / ужасно его ждала / и ужасно хотела / ммм... и ... у... и такая ещё д... до того как получила этот сценарий сидела / и думала / господи господи я так хочу какой-нибудь классный сценарий / так хочу чтобы было что-то... что-то // что так давно ничего интересного... и вдруг мне присылает режиссёр / можно не буду говорить его фамилию но / присылает мне сценарий / и говорит так почитай / но ничего сразу мне не говори / просто чуть поживи с этим // я читаю и понимаю что героиня всё время голая / и я сказала я не могу // он мне сказал ну ч... что за ерунда / вообще какой-то бред // ну / хочешь мы все разденемся... на площадке будут все голые / что тебя смущает? говорю я не могу вообще я / ну не могу / ну не понимаю как // ну потом я все думала / вот у меня не очень красиво здесь / не очень красиво там / какой бред / почему как я буду потом смущаться видеть это на экране и думать боже я такая страшная и это все видят теперь // а щас я вдруг стала красивая и теперь можно всем показать //
text@vei1976f	@vei1976f	222.274	250.154	ой я еще знаешь э / это тоже ммм / наверное в сорок появилось / аа я еще всегда думала / что / это прям / тоже была моя навящевая идея такая / что я такой / вид шарлатана / что я как-то так всех обманула // да / да? так называется? / как я так всех обманула чудесным образом / что все думают что я //
text@vei1976f	@vei1976f	253.643	316.698	даже не так давно когда вот вся эта история с эм интернетом так стала явна когда каждый может написать какой-то в к... комментарий / там и что-то и тогда можно прочитать да она вообще кусок... #пру# / что эт / кто это ? / да если бы не ее муж / да никогда б / посмотрите какая она страшная / да у нее там это и ты читаешь и думаешь / о / вот этот чет меня раскусил // вот / а как-то я всех обманула / и щас я вот приду / и все ждут от меня...  все ж знают / д думают что я такая классная / и я щас приду / и ничего не смогу сделать / и наконец-то все узнают / правду // и я с вот этим / справилась наверное ну не так давно / и у меня по-прежнему рефлексия никуда не девается и по-прежнему ты мучаешься и у тебя не получается и ты там... я часто очень себе говорю господи ну как… ну какая элементарная вещь почему я не понимаю как ее сделать или потом смотрю кино и думаю / ооо / почему я не сделала по-другому / там что-то… эта рефлексия никуда не девается но вот этот комплекс самозванца он как-то / заглох // подзатих //
text@vei1976f	@vei1976f	325.665	329.468	нет таких / нету таких зо... областей //
text@vei1976f	@vei1976f	335.814	338.675	ну / м... могла бы быть и лучшей / я думаю //
text@vei1976f	@vei1976f	342.012	347.482	очень надеюсь что хорошая // я очень / стараюсь //
text@iys1984f	@iys1984f	0.4	5.629	а был момент когда ты вот точно поняла что я себя полюбила / в том возрасте в котором я нахожусь? //
text@iys1984f	@iys1984f	23.808	24.73	только щас / Вик? //
text@iys1984f	@iys1984f	25.334	32.644	связано ли это... вот был мой вопрос... там же в том же интервью ты говоришь что я никогда не раздеваюсь в кино / и все твои последние работы //
text@iys1984f	@iys1984f	35.307	35.823	нуу //
text@iys1984f	@iys1984f	52.01	52.307	братья? //
text@iys1984f	@iys1984f	52.774	55.029	да я смотрела это очень красиво выглядит //
text@iys1984f	@iys1984f	65.633	65.95	мыгы //
text@iys1984f	@iys1984f	67.845	68.019	да //
text@iys1984f	@iys1984f	75.032	76.205	#смеется#
text@iys1984f	@iys1984f	84.843	94.195	а что у тебя срабатывало? ну просто обычно / актрисы... как бы / ну кого я вспоминаю / Юлию Ауг у меня тут сидела которая говорит что это инструмент и если меня режиссёр попросит //
text@iys1984f	@iys1984f	100.246	101.305	а у тебя стеснение? //
text@iys1984f	@iys1984f	102.042	104.975	ты стесняешься / а... именно съемочную группу? //
text@iys1984f	@iys1984f	135.339	138.518	а были моменты когда твои части тела играли дублёры? //
text@iys1984f	@iys1984f	212.879	213.375	ты уви... ? //
text@iys1984f	@iys1984f	217.691	221.728	о чём ты / еще о себе узнала в сорок? // новенького //
text@iys1984f	@iys1984f	240.352	242.893	это комплекс самозванца называется / да? //
text@iys1984f	@iys1984f	251.014	252.14	хорошая актриса / да? //
text@iys1984f	@iys1984f	317.07	324.891	объясни мне в какой области своей жизни ты на все сто процентов / любишь себя уверена в себе / и как... прям гордишься собой? //
text@iys1984f	@iys1984f	331.39	332.581	Вик ну ты хорошая жена? //
text@iys1984f	@iys1984f	339.237	339.999	а мама? //
text@iys1984f	@iys1984f	344.232	344.61	#смеется#
words@vei1976f	@vei1976f	6.476	6.662	ммм
words@vei1976f	@vei1976f	6.662	6.827	ну
words@vei1976f	@vei1976f	6.827	7.007	вот
words@vei1976f	@vei1976f	7.007	7.498	сейчас
words@vei1976f	@vei1976f	7.498	8.149	наверное
words@vei1976f	@vei1976f	8.149	9.593	сорок
words@vei1976f	@vei1976f	9.593	10.75	года
words@vei1976f	@vei1976f	10.75	11.045	три
words@vei1976f	@vei1976f	11.045	11.478	назад
words@vei1976f	@vei1976f	11.478	11.912	может
words@vei1976f	@vei1976f	11.912	12.503	быть
words@vei1976f	@vei1976f	12.503	12.602	да
words@vei1976f	@vei1976f	12.602	12.698	я
words@vei1976f	@vei1976f	12.698	12.82	вообще
words@vei1976f	@vei1976f	12.82	12.942	на
words@vei1976f	@vei1976f	12.942	13.067	самом
words@vei1976f	@vei1976f	13.067	13.176	деле
words@vei1976f	@vei1976f	13.176	13.378	только
words@vei1976f	@vei1976f	13.378	13.58	щас
words@vei1976f	@vei1976f	13.58	13.782	стала
words@vei1976f	@vei1976f	13.782	13.984	думать
words@vei1976f	@vei1976f	13.984	14.121	о
words@vei1976f	@vei1976f	14.121	14.235	том
words@vei1976f	@vei1976f	14.235	14.363	что
words@vei1976f	@vei1976f	14.363	14.562	я
words@vei1976f	@vei1976f	14.562	14.995	красивая
words@vei1976f	@vei1976f	17.283	17.472	ну
words@vei1976f	@vei1976f	17.472	18.267	как-то
words@vei1976f	@vei1976f	18.267	18.511	стала
words@vei1976f	@vei1976f	18.511	18.784	думать
words@vei1976f	@vei1976f	18.784	18.944	боже
words@vei1976f	@vei1976f	18.944	19.438	мой
words@vei1976f	@vei1976f	19.438	19.524	я
words@vei1976f	@vei1976f	19.524	20.013	такая
words@vei1976f	@vei1976f	20.013	21.221	красивая
words@vei1976f	@vei1976f	21.221	21.323	ну
words@vei1976f	@vei1976f	21.323	21.601	могу
words@vei1976f	@vei1976f	21.601	21.766	подойти
words@vei1976f	@vei1976f	21.766	21.797	к
words@vei1976f	@vei1976f	21.797	22.215	зераклу
words@vei1976f	@vei1976f	22.215	22.414	и
words@vei1976f	@vei1976f	22.414	23.046	сказать
words@vei1976f	@vei1976f	23.046	23.222	ах
words@vei1976f	@vei1976f	25.331	25.68	да
words@vei1976f	@vei1976f	31.261	31.426	а
words@vei1976f	@vei1976f	31.426	31.604	щас
words@vei1976f	@vei1976f	31.604	31.704	я
words@vei1976f	@vei1976f	31.704	32.021	стала
words@vei1976f	@vei1976f	32.021	33.137	раздеваться
words@vei1976f	@vei1976f	33.155	34.091	#смеется#
words@vei1976f	@vei1976f	34.111	34.458	давай
words@vei1976f	@vei1976f	34.458	35.697	пошутим
words@vei1976f	@vei1976f	35.697	35.965	ведь
words@vei1976f	@vei1976f	35.965	36.233	все
words@vei1976f	@vei1976f	36.233	36.501	опять
words@vei1976f	@vei1976f	36.501	36.566	н
words@vei1976f	@vei1976f	36.566	36.663	ну
words@vei1976f	@vei1976f	36.663	36.809	я
words@vei1976f	@vei1976f	36.809	37.109	должна
words@vei1976f	@vei1976f	37.109	37.37	щас
words@vei1976f	@vei1976f	37.37	37.953	себя
words@vei1976f	@vei1976f	37.953	38.41	начать
words@vei1976f	@vei1976f	38.41	39.271	эээ
words@vei1976f	@vei1976f	39.271	39.603	как
words@vei1976f	@vei1976f	39.603	39.809	бы
words@vei1976f	@vei1976f	39.809	40.144	хвалить
words@vei1976f	@vei1976f	40.144	40.289	а
words@vei1976f	@vei1976f	40.289	40.51	давай
words@vei1976f	@vei1976f	40.51	40.772	просто
words@vei1976f	@vei1976f	40.772	41.062	пошутим
words@vei1976f	@vei1976f	41.062	41.339	на
words@vei1976f	@vei1976f	41.339	41.457	эту
words@vei1976f	@vei1976f	41.457	42.087	тему
words@vei1976f	@vei1976f	42.087	42.345	расскажу
words@vei1976f	@vei1976f	42.345	42.505	тебе
words@vei1976f	@vei1976f	42.505	42.791	смешную
words@vei1976f	@vei1976f	42.791	43.212	историю
words@vei1976f	@vei1976f	43.212	43.766	тоже
words@vei1976f	@vei1976f	43.766	44.037	как-то
words@vei1976f	@vei1976f	44.037	44.406	я
words@vei1976f	@vei1976f	44.406	44.716	мм
words@vei1976f	@vei1976f	44.716	45.046	аа
words@vei1976f	@vei1976f	45.046	45.389	должна
words@vei1976f	@vei1976f	45.389	45.878	была
words@vei1976f	@vei1976f	45.878	46.281	гм
words@vei1976f	@vei1976f	46.281	46.841	играть
words@vei1976f	@vei1976f	46.841	47.545	в
words@vei1976f	@vei1976f	47.545	48.087	спектакле
words@vei1976f	@vei1976f	48.087	48.305	у
words@vei1976f	@vei1976f	48.305	48.797	потрясающего
words@vei1976f	@vei1976f	48.797	49.175	совершенно
words@vei1976f	@vei1976f	49.175	49.552	режиссёра
words@vei1976f	@vei1976f	49.552	49.88	который
words@vei1976f	@vei1976f	49.88	50.19	впервые
words@vei1976f	@vei1976f	50.19	50.497	ставил
words@vei1976f	@vei1976f	50.497	50.804	в
words@vei1976f	@vei1976f	50.804	51.112	театре
words@vei1976f	@vei1976f	51.112	51.214	может
words@vei1976f	@vei1976f	51.214	51.317	быть
words@vei1976f	@vei1976f	51.317	51.473	ты
words@vei1976f	@vei1976f	51.473	51.685	видела
words@vei1976f	@vei1976f	51.685	51.859	этот
words@vei1976f	@vei1976f	51.859	52.246	спектакль
words@vei1976f	@vei1976f	52.246	52.898	братья
words@vei1976f	@vei1976f	52.917	53.079	да
words@vei1976f	@vei1976f	55.379	55.881	и
words@vei1976f	@vei1976f	55.881	57.352	значит
words@vei1976f	@vei1976f	57.352	57.476	он
words@vei1976f	@vei1976f	57.476	57.585	мне
words@vei1976f	@vei1976f	57.585	57.785	говорит
words@vei1976f	@vei1976f	57.785	58.192	надо
words@vei1976f	@vei1976f	58.192	58.722	здесь
words@vei1976f	@vei1976f	58.722	58.934	прям
words@vei1976f	@vei1976f	58.934	59.081	на
words@vei1976f	@vei1976f	59.081	59.302	сцене
words@vei1976f	@vei1976f	59.302	59.498	надо
words@vei1976f	@vei1976f	59.498	60.414	переодеваться
words@vei1976f	@vei1976f	60.414	60.548	прям
words@vei1976f	@vei1976f	60.548	60.604	на
words@vei1976f	@vei1976f	60.604	60.825	сцене
words@vei1976f	@vei1976f	60.825	60.95	я
words@vei1976f	@vei1976f	60.95	64.648	говорю
words@vei1976f	@vei1976f	64.648	64.81	это
words@vei1976f	@vei1976f	64.81	64.981	не
words@vei1976f	@vei1976f	64.981	65.109	ко
words@vei1976f	@vei1976f	65.109	66.676	мне
words@vei1976f	@vei1976f	66.676	66.806	а
words@vei1976f	@vei1976f	66.806	66.94	мы
words@vei1976f	@vei1976f	66.94	67.137	близкие
words@vei1976f	@vei1976f	67.137	68.333	друзья
words@vei1976f	@vei1976f	68.333	68.693	с
words@vei1976f	@vei1976f	68.693	69.053	Лёшей
words@vei1976f	@vei1976f	69.053	70.19	Мизгирёвым
words@vei1976f	@vei1976f	70.19	70.292	и
words@vei1976f	@vei1976f	70.292	70.593	он
words@vei1976f	@vei1976f	70.593	71.311	мне
words@vei1976f	@vei1976f	71.311	72.137	сказал
words@vei1976f	@vei1976f	72.137	72.258	ты
words@vei1976f	@vei1976f	72.258	73.283	дура
words@vei1976f	@vei1976f	73.283	73.554	через
words@vei1976f	@vei1976f	73.554	73.676	пять
words@vei1976f	@vei1976f	73.676	73.884	лет
words@vei1976f	@vei1976f	73.884	74.034	тебе
words@vei1976f	@vei1976f	74.034	74.196	уже
words@vei1976f	@vei1976f	74.196	74.345	никто
words@vei1976f	@vei1976f	74.345	74.482	не
words@vei1976f	@vei1976f	74.482	77.249	предложит
words@vei1976f	@vei1976f	77.249	77.828	да
words@vei1976f	@vei1976f	77.828	78.062	так
words@vei1976f	@vei1976f	78.062	78.785	что
words@vei1976f	@vei1976f	78.785	79.093	ээ
words@vei1976f	@vei1976f	79.093	79.209	можно
words@vei1976f	@vei1976f	79.209	79.753	шутить
words@vei1976f	@vei1976f	79.753	79.841	на
words@vei1976f	@vei1976f	79.841	80.024	эту
words@vei1976f	@vei1976f	80.024	80.342	тему
words@vei1976f	@vei1976f	80.342	80.433	потому
words@vei1976f	@vei1976f	80.433	80.507	что
words@vei1976f	@vei1976f	80.507	80.718	я
words@vei1976f	@vei1976f	80.718	80.929	щас
words@vei1976f	@vei1976f	80.929	81.14	стала
words@vei1976f	@vei1976f	81.14	81.351	думать
words@vei1976f	@vei1976f	81.351	81.562	ну
words@vei1976f	@vei1976f	81.562	81.679	мне
words@vei1976f	@vei1976f	81.679	81.813	реально
words@vei1976f	@vei1976f	81.813	81.956	уже
words@vei1976f	@vei1976f	81.956	82.112	никто
words@vei1976f	@vei1976f	82.112	82.458	не
words@vei1976f	@vei1976f	82.458	82.71	предложит
words@vei1976f	@vei1976f	82.71	82.962	видимо
words@vei1976f	@vei1976f	82.962	83.214	надо
words@vei1976f	@vei1976f	83.214	83.466	быстрее
words@vei1976f	@vei1976f	83.475	84.668	#смеется#
words@vei1976f	@vei1976f	94.281	94.613	а
words@vei1976f	@vei1976f	94.613	94.945	у
words@vei1976f	@vei1976f	94.945	95.277	у
words@vei1976f	@vei1976f	95.277	95.609	Юли
words@vei1976f	@vei1976f	95.609	95.701	ви
words@vei1976f	@vei1976f	95.701	95.774	и
words@vei1976f	@vei1976f	95.774	96.033	видишь
words@vei1976f	@vei1976f	96.033	96.338	какая-то
words@vei1976f	@vei1976f	96.338	96.755	есть
words@vei1976f	@vei1976f	96.755	97.172	э
words@vei1976f	@vei1976f	97.172	97.589	чудесная
words@vei1976f	@vei1976f	97.589	98.448	европейская
words@vei1976f	@vei1976f	98.448	98.727	какое-то
words@vei1976f	@vei1976f	98.727	99.551	отношение
words@vei1976f	@vei1976f	99.551	99.81	к
words@vei1976f	@vei1976f	99.81	99.86	к
words@vei1976f	@vei1976f	99.86	100.397	этому
words@vei1976f	@vei1976f	100.397	100.935	делу
words@vei1976f	@vei1976f	101.485	101.896	мыгы
words@vei1976f	@vei1976f	104.979	105.327	вообще
words@vei1976f	@vei1976f	105.327	105.675	я
words@vei1976f	@vei1976f	105.675	106.023	очень
words@vei1976f	@vei1976f	106.023	106.149	ну
words@vei1976f	@vei1976f	106.149	106.279	как
words@vei1976f	@vei1976f	106.279	106.402	бы
words@vei1976f	@vei1976f	106.402	106.524	я
words@vei1976f	@vei1976f	106.524	106.76	думаю
words@vei1976f	@vei1976f	106.76	106.907	только
words@vei1976f	@vei1976f	106.907	106.946	о
words@vei1976f	@vei1976f	106.946	107.218	том
words@vei1976f	@vei1976f	107.218	107.405	что
words@vei1976f	@vei1976f	107.405	107.501	я
words@vei1976f	@vei1976f	107.501	108.498	голая
words@vei1976f	@vei1976f	108.498	108.75	больше
words@vei1976f	@vei1976f	108.75	108.823	ни
words@vei1976f	@vei1976f	108.823	108.936	о
words@vei1976f	@vei1976f	108.936	111.029	чём
words@vei1976f	@vei1976f	111.029	111.192	ну
words@vei1976f	@vei1976f	111.192	111.362	как
words@vei1976f	@vei1976f	111.362	111.647	вообще
words@vei1976f	@vei1976f	111.647	111.86	больше
words@vei1976f	@vei1976f	111.86	111.95	ни
words@vei1976f	@vei1976f	111.95	112.046	о
words@vei1976f	@vei1976f	112.046	112.083	чем
words@vei1976f	@vei1976f	112.083	112.289	не
words@vei1976f	@vei1976f	112.289	112.508	могу
words@vei1976f	@vei1976f	112.508	112.98	думать
words@vei1976f	@vei1976f	112.98	113.126	но
words@vei1976f	@vei1976f	113.126	113.312	для
words@vei1976f	@vei1976f	113.312	113.495	меня
words@vei1976f	@vei1976f	113.495	113.827	должно
words@vei1976f	@vei1976f	113.827	114.091	быть
words@vei1976f	@vei1976f	114.091	114.617	если
words@vei1976f	@vei1976f	114.617	114.92	это
words@vei1976f	@vei1976f	114.92	115.319	случается
words@vei1976f	@vei1976f	115.319	115.817	допустим
words@vei1976f	@vei1976f	115.817	116.013	в
words@vei1976f	@vei1976f	116.013	116.611	кадре
words@vei1976f	@vei1976f	116.611	117.008	то
words@vei1976f	@vei1976f	117.008	117.219	это
words@vei1976f	@vei1976f	117.219	117.431	должно
words@vei1976f	@vei1976f	117.431	117.604	быть
words@vei1976f	@vei1976f	117.604	117.94	очень
words@vei1976f	@vei1976f	117.94	118.95	оправданно
words@vei1976f	@vei1976f	118.95	119.056	я
words@vei1976f	@vei1976f	119.056	119.352	должна
words@vei1976f	@vei1976f	119.352	119.87	понимать
words@vei1976f	@vei1976f	119.87	121.021	почему
words@vei1976f	@vei1976f	121.021	121.162	не
words@vei1976f	@vei1976f	121.162	121.356	просто
words@vei1976f	@vei1976f	121.356	121.612	ради
words@vei1976f	@vei1976f	121.612	121.883	того
words@vei1976f	@vei1976f	121.883	122.427	чтобы
words@vei1976f	@vei1976f	122.427	122.745	щас
words@vei1976f	@vei1976f	122.745	122.973	потом
words@vei1976f	@vei1976f	122.973	123.751	написали
words@vei1976f	@vei1976f	123.751	123.925	а
words@vei1976f	@vei1976f	123.925	124.213	в
words@vei1976f	@vei1976f	124.213	124.423	нашей
words@vei1976f	@vei1976f	124.423	125.311	картине
words@vei1976f	@vei1976f	125.311	125.965	снялась
words@vei1976f	@vei1976f	125.965	126.495	Исакова
words@vei1976f	@vei1976f	126.495	127.809	голая
words@vei1976f	@vei1976f	127.809	128.601	полностью
words@vei1976f	@vei1976f	128.601	128.977	хы
words@vei1976f	@vei1976f	128.977	129.065	и
words@vei1976f	@vei1976f	129.065	129.225	еще
words@vei1976f	@vei1976f	129.225	129.5	потом
words@vei1976f	@vei1976f	129.5	129.557	на
words@vei1976f	@vei1976f	129.557	129.869	этом
words@vei1976f	@vei1976f	129.869	130.057	сделать
words@vei1976f	@vei1976f	130.057	130.204	всю
words@vei1976f	@vei1976f	130.204	130.678	рекламную
words@vei1976f	@vei1976f	130.678	131.153	компанию
words@vei1976f	@vei1976f	131.153	132.022	хы
words@vei1976f	@vei1976f	132.022	132.289	нет
words@vei1976f	@vei1976f	132.289	132.388	не
words@vei1976f	@vei1976f	132.388	132.548	для
words@vei1976f	@vei1976f	132.548	133.106	этого
words@vei1976f	@vei1976f	133.106	133.661	а
words@vei1976f	@vei1976f	133.661	133.766	я
words@vei1976f	@vei1976f	133.766	134.04	должна
words@vei1976f	@vei1976f	134.04	134.455	понимать
words@vei1976f	@vei1976f	134.455	134.911	почему
words@vei1976f	@vei1976f	138.567	138.888	да
words@vei1976f	@vei1976f	139.461	139.641	ну
words@vei1976f	@vei1976f	139.641	139.843	это
words@vei1976f	@vei1976f	139.843	140.201	тоже
words@vei1976f	@vei1976f	140.201	140.458	ерунда
